"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"Perhaps you should be considered a princess in your own right.","The QUEEN Bee","Perhaps you should be considered a princess in your own right.","Vielleicht sollte man dich selbst als Prinzessin in Betracht ziehen.","Peut-être que nous devrions te considérer comme une princesse à part entière.","Forse, meriti di essere considerata una principessa a tutti gli effetti.","Agian printzesa izendatu beharko zinduket, ondo merezia duzu.","Пожалуй, ты тоже можешь называться своего рода принцессой.","あなたにも、王女の しょうごうを あたえましょう。","Por causa disso, talvez VOCÊ mereça o título de princesa.","也许你有资格成为公主。"
"Take this, princess spider.","The QUEEN Bee","Take this, princess spider.","Hier, für dich, Spinnenprinzessin.","Voilà pour toi, princesse araignée.","Accetta questo dono, principessa ragno.","Tori, armiarma printzesa.","Возьми вот это, принцесса-паучок.","さあ、クモの王女よ。これを どうぞ。","Tome, princesa aranha.","收下吧，小蛛儿公主。"
"You've more than earned it.","The QUEEN Bee","You've more than earned it.","Das hast du dir mehr als verdient.","C'est amplement mérité.","Te lo sei più che meritato.","Ondo irabazia duzu.","Ты заслужила.","あなたにこそ ふさわしいものです。","Você mais do que merece.","你的付出完全配得上它。"
"Now wait here a moment, while we prepare the royal jelly for my daughter.","The QUEEN Bee","Now wait here a moment, while we prepare the royal jelly for my daughter.","Nun warte einen Moment, während wir das Gelée royale für meine Tochter vorbereiten.","Maintenant, je te prie de patienter un instant, pendant que nous préparons la gelée royale pour ma fille.","Ora attendi un momento, mentre prepariamo la pappa reale per mia figlia.","Itxaron hemen une batez alabarentzat erregina-jelea prestatzen dudan bitartean.","А теперь подожди немного, пока мы готовим маточное молочко для моей дочери.","では、しばし ここで おまちを。わが むすめのため、ロイヤルゼリーを作ります。","Agora aguarde um instante enquanto preparamos a geleia real para a minha filha.","我们去给我的女儿准备蜂王浆，你在这里稍候一下。"
"Oh yes! This shall make a powerful jelly.","The QUEEN Bee","Oh yes! This shall make a powerful jelly.","Oh ja! Dieses Gelée wird besonders beeindruckend werden.","Merveilleux ! Cette gelée sera très efficace.","Sì! Sarà una pappa portentosa.","Oi bai! Honekin jele ahaltsua egin ahalko dut.","О, да! Из этого получится прекрасное маточное молочко.","すばらしい！　これならば えいようまんてんの ロイヤルゼリーが作れます。","Ah, sim! Isso vai produzir uma geleia poderosa.","太好了！这应该能酿造出强效蜂王浆。"
"The new Princess will be magnificent!","The QUEEN Bee","The new Princess will be magnificent!","Die neue Prinzessin wird wahrlich umwerfend sein!","La nouvelle princesse sera superbe, à n'en pas douter !","La nuova principessa sarà magnifica!","Printzesa berria sekulakoa izango da!","Новая принцесса будет великолепна!","新しい王女も りっぱに そだつでしょう！","A nova princesa será magnífica!","新的公主蜂肯定会高贵非凡！"
"Wait here a moment while we prepare her.","The QUEEN Bee","Wait here a moment while we prepare her.","Warte einen Moment, während wir sie vorbereiten.","Je te prie de patienter un instant, le temps qu'elle soit prête.","Aspetta qui un momento, mentre la prepariamo.","Itxaron hemen une batez bera prest izan arte.","Подожди немного, пока мы ее подготовим.","では、しばし ここで おまちを。わが むすめに じゅんびを させます。","Aguarde aqui enquanto a preparamos.","我们去给她做准备，你在这里稍等一下。"
"I am sure she would love to meet you.","The QUEEN Bee","I am sure she would love to meet you.","Sie würde dich gewiss gern kennenlernen.","Je suis sûre qu'elle sera ravie de faire ta connaissance.","Sono certa che le farà piacere conoscerti.","Ziur naiz ezagutu nahiko zaituela.","Я уверена, что она захочет с тобой встретиться.","むすめも あなたに会えれば よろこぶでしょう。","Garanto que ela vai adorar te conhecer.","她肯定很想见见你。"
"Hello again, dear spider.","The QUEEN Bee","Hello again, dear spider.","Hallo, liebe Spinne.","Te revoici, ma chère.","Salve ancora, mia cara aracnide.","Kaixo berriz, armiarma maitea.","И снова здравствуй, уважаемая.","また お会いしましたわね、小さなクモよ。","Olá de novo, querida aranha.","又见面了，亲爱的蛛儿。"
"Hello again, princess spider.","The QUEEN Bee","Hello again, princess spider.","Hallo, Spinnenprinzessin.","Tu es de retour, princesse araignée.","Salve ancora, principessa ragno.","Kaixo berriz, armiarma printzesa.","Здравствуй, принцесса-паучок.","また お会いしましたわね、クモの王女よ。","Olá de novo, princesa aranha.","又见面了，小蛛儿公主。"
"I did not expect to see you back here.","The QUEEN Bee","I did not expect to see you back here.","Ich hätte nicht gedacht, dich hier noch mal zu sehen.","Je ne pensais pas te revoir ici.","Non mi aspettavo di rivederti qui.","Ez nuen espero hona itzuliko zinenik.","Не ожидала тебя снова здесь увидеть.","ここで ふたたび あなたに出会うとは。","Eu não esperava vê-la aqui.","没想到你又回来了。"
"I hope my daughter has been treating you well.","The QUEEN Bee","I hope my daughter has been treating you well.","Hoffentlich hat dich meine Tochter gut behandelt.","J'espère que ma fille te traite comme il se doit.","Mi auguro che mia figlia ti stia trattando degnamente.","Espero dut nire alabak ondo tratatuko zaituela. ","Надеюсь, моя дочь хорошо тебя приняла.","むすめが あなたに しつれいを していないと よいのですが。","Espero que a minha filha esteja tratando você bem.","希望我女儿热情地招待了你。"
"Now then...","The QUEEN Bee","Now then...","Nun gut …","À ce propos...","Dunque...","Esan, beraz...","Итак...","さて……","Mudando de assunto…","那么……"
"Did you need a lift back to your tree?","The QUEEN Bee","Did you need a lift back to your tree?","Möchtest du zurück zu deinem Baum geflogen werden?","Veux-tu que je te ramène à ton arbre ?","Ti serve un passaggio per tornare al tuo albero?","Zure zuhaitzera hegan eraman zaitzadan nahi duzu?","Тебе помочь добраться обратно до своего дерева?","あなたの木に もどるのに たすけが ひつようかしら？","Você precisa de uma carona de volta pra sua árvore?","需要我们送你回你的树吗？"
"Well please feel free to stay as long as you like","The QUEEN Bee","Well please feel free to stay as long as you like","Nun, du darfst gerne bleiben, solange du willst.","Très bien, tu peux rester ici aussi longtemps que tu le souhaites.","Beh, sentiti libera di restare quanto desideri.","Nahi beste denbora egon zaitezke gure artea.","Оставайся у нас столько, сколько пожелаешь.","ともかく おすきなだけ ここに いらしてちょうだい。","Então sinta-se à vontade para ficar o tempo que for necessário.","你想在这里待多久都可以"
"Wait one moment deary.","The QUEEN Bee","Wait one moment deary.","Warte einen Moment, meine Liebe.","Patiente un instant, ma chère.","Solo un momento, mia cara.","Itxaron une batez, laztana.","Подожди секундочку, дорогая.","少しばかり おまちに なってね。","Espere um segundo, minha querida.","稍等一下，亲爱的。"
"The princess is on her way to pick you up","The QUEEN Bee","The princess is on her way to pick you up","Die Prinzessin ist unterwegs zu dir.","La princesse va bientôt venir te chercher.","La principessa sta arrivando per scortarti.","The princess is on her way to pick you up","Принцесса скоро тебя заберет.","今、王女が あなたを むかえに まいりますから。","A princesa já vem para levar você.","公主蜂马上就来带你过去"
"BEEHOLD!","PRINCESS Bee","BEEHOLD!","SEHT HER, BIENEN UND BIENERICHE!","ADMIREZ !","ATTENZZZIONE!","ADI GUZZZZTIOK!","Трепещите!","ハチたちよ！　ひかえよ！","HABE-lha-MUS!","各蜂注意！"
"Your PRINCESS has arrived!","PRINCESS Bee","Your PRINCESS has arrived!","Die PRINZESSIN ist hier!","Voici votre PRINCESSE !","La vostra PRINCIPESSA è qui!","Hemen da zuon PRINTZESA berria!","ПРИНЦЕССА прибыла!","われは王女なるぞ！","A sua PRINCESA chegou!","公主蜂殿下驾到！"
"She's so beautiful!","Generic Bee","She's so beautiful!","Sie ist so wunderschön!","Comme elle est belle !","È così bella!","Hain da ederra!","Она так прекрасна!","なんと おうつくしい！","Ela é linda!","她可真美呀！"
"Such powerful wings!","Generic Bee","Such powerful wings!","Welch kräftige Flügel!","Quelles ailes puissantes !","Che ali vigorose!","Zeinen hegal indartsuak!","Такие мощные крылья!","力づよい羽だ！","Que asas possantes!","多么有力的翅膀！"
"Thank you all for your hard labour, preparing my royal jelly.","PRINCESS Bee","Thank you all for your hard labour, preparing my royal jelly.","Vielen Dank für eure fleißige Arbeit bei der Vorbereitung meines Gelée royale.","Merci à toutes pour votre dur labeur afin de préparer ma gelée royale.","Grazie per esservi impegnati tanto a preparare la mia pappa reale.","Milesker guztioi niretzako erregina-jelea prestatzeko egindako lan gogorragatik.","Спасибо тебе за помощь в приготовлении маточного молочка.","わたしのために ロイヤルゼリーを じゅんびしてくれた そなたたちの はたらきに かんしゃします。","Agradeço ao trabalho de todos na produção da minha geleia real.","。谢谢你们为我准备蜂王浆的辛苦付出。"
"Dear spider, my mother told me of your predicament as I lay in my cell.","PRINCESS Bee","Dear spider, my mother told me of your predicament as I lay in my cell.","Liebe Spinne, meine Mutter erzählte mir von deinem Dilemma, als ich in meiner Wabe lag.","Chère araignée, ma mère m'a parlé de tes mésaventures pendant que j'étais dans mon alvéole.","Ragnetta, mia madre mi ha raccontato tutto della tua spiacevole situazione.","Armiarma maitea, amak esan dit erlazuloan nengoen bitartean zeinen fin aritu zaren lanean.","Паучок, пока я росла в соте, моя мать рассказала мне о том, что с тобой произошло.","クモよ。あなたの くるしみについては、幼虫（ようちゅう）だったころに母から聞きました。","Querida aranha, minha mãe me contou a sua história enquanto eu repousava em meu alvéolo.","亲爱的小蛛儿，在我躺在蜂房里的时候，母亲给我讲了你的困难。"
"You're planning a rescue mission to a magic island in the sky?","PRINCESS Bee","You're planning a rescue mission to a magic island in the sky?","Du planst eine Rettungsmission zu einer magischen Insel am Himmel?","Tu prévois une mission de sauvetage vers une île enchantée dans le ciel, n'est-ce pas ?","Stai organizzando una spedizione verso un'isola magica in cielo?","Erreskate-misio bat prestatzen zabiltza, zeruko uharte magiko batean?","Ты отправляешься в спасательную экспедицию на волшебный остров в облаках?","空にある まほうの しまへ、大切な こいグモを たすけにいくのね？","Está planejando uma missão de resgate em uma ilha mágica no céu?","你在计划去天上的魔法岛开展营救行动？"
"I can think of no greater adventure with which to stretch my new wings!","PRINCESS Bee","I can think of no greater adventure with which to stretch my new wings!","Ich kann mir kein besseres Abenteuer vorstellen, um meine neuen Flügel auszubreiten!","C'est justement le voyage dont j'avais besoin pour déployer mes nouvelles ailes !","Non riesco a immaginare avventura migliore per sgranchire le mie nuove ali!","Abentura ezin hobea dirudi nire hegal berriak luzatzeko, alajaina!","Лучшей тренировки для укрепления моих новых крыльев и не придумать!","この新しい羽の力を つかうのに ふさわしいミッションだわ！","Não consigo pensar em uma aventura melhor para estrear as minhas asas novas!","这简直是最适合让我舒展新翅膀的冒险了！"
