"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"Oh my! Look at all the pollen you've collected!","The QUEEN Bee","Ai ama! Baina zenbat polen bildu duzu!","Oho! Wie viel Pollen du gesammelt hast!","Oh, mais regarde-moi tout ce pollen que tu as récolté !","Cielo! Guarda quanto polline hai raccolto!","¡Vaya! ¡Qué de polen has reunido!","Вот это да! Вы только посмотрите на всю эту пыльцу!","おやまあ！ なんと たくさん あつめてくれたこと！","UAU! Olha só quanto pólen você coletou!","天呀！看看你收集到的这些花粉！"
"Such a bounty must be properly rewarded.","The QUEEN Bee","Halako uztak bere neurriko ordainsaria behar du.","Eine solche Ausbeute muss gebührend belohnt werden.","De tels efforts doivent être dignement récompensés.","Un tale contributo va ricompensato degnamente.","Una hazaña así debe recompensarse como es debido.","Ты заслужила хорошую награду.","これほどの たからには すてきな ほうびを かえさなければ。","Uma coleta tão grande assim merece uma recompensa à altura.","我一定要好好奖励你对我们的支持。"
"Perhaps you should be considered a princess in your own right.","The QUEEN Bee","Agian printzesa izendatu beharko zinduket, ondo merezia duzu.","Vielleicht sollte man dich selbst als Prinzessin in Betracht ziehen.","Peut-être que nous devrions te considérer comme une princesse à part entière.","Forse, meriti di essere considerata una principessa a tutti gli effetti.","Tal vez debamos considerarte una princesa por derecho propio.","Пожалуй, ты тоже можешь называться своего рода принцессой.","あなたにも、王女の しょうごうを あたえましょう。","Por causa disso, talvez VOCÊ mereça o título de princesa.","也许你有资格成为公主。"
"Take this, princess spider.","The QUEEN Bee","Tori, armiarma printzesa.","Hier, für dich, Spinnenprinzessin.","Voilà pour toi, princesse araignée.","Accetta questo dono, principessa ragno.","Toma, princesa araña.","Возьми вот это, принцесса-паучок.","さあ、クモの王女よ。これを どうぞ。","Tome, princesa aranha.","收下吧，小蛛儿公主。"
"You've more than earned it.","The QUEEN Bee","Ondo irabazia duzu.","Das hast du dir mehr als verdient.","C'est amplement mérité.","Te lo sei più che meritato.","Te lo has ganado con creces.","Ты заслужила.","あなたにこそ ふさわしいものです。","Você mais do que merece.","你的付出完全配得上它。"
"Now wait here a moment, while we prepare the royal jelly for my daughter.","The QUEEN Bee","Itxaron hemen une batez alabarentzat erregina-jelea prestatzen dudan bitartean.","Nun warte einen Moment, während wir das Gelée royale für meine Tochter vorbereiten.","Maintenant, je te prie de patienter un instant, pendant que nous préparons la gelée royale pour ma fille.","Ora attendi un momento, mentre prepariamo la pappa reale per mia figlia.","Espera un momento mientras preparamos la jalea real para mi hija.","А теперь подожди немного, пока мы готовим маточное молочко для моей дочери.","では、しばし ここで おまちを。わが むすめのため、ロイヤルゼリーを作ります。","Agora aguarde um instante enquanto preparamos a geleia real para a minha filha.","我们去给我的女儿准备蜂王浆，你在这里稍候一下。"
"Oh yes! This shall make a powerful jelly.","The QUEEN Bee","Oi bai! Honekin jele ahaltsua egin ahalko dut.","Oh ja! Dieses Gelée wird besonders beeindruckend werden.","Merveilleux ! Cette gelée sera très efficace.","Sì! Sarà una pappa portentosa.","¡Ah, sí! Con esto conseguiremos una poderosa jalea.","О, да! Из этого получится прекрасное маточное молочко.","すばらしい！　これならば えいようまんてんの ロイヤルゼリーが作れます。","Ah, sim! Isso vai produzir uma geleia poderosa.","太好了！这应该能酿造出强效蜂王浆。"
"The new Princess will be magnificent!","The QUEEN Bee","Printzesa berria sekulakoa izango da!","Die neue Prinzessin wird wahrlich umwerfend sein!","La nouvelle princesse sera superbe, à n'en pas douter !","La nuova principessa sarà magnifica!","¡La nueva princesa será magnífica!","Новая принцесса будет великолепна!","新しい王女も りっぱに そだつでしょう！","A nova princesa será magnífica!","新的公主蜂肯定会高贵非凡！"
"Wait here a moment while we prepare her.","The QUEEN Bee","Itxaron hemen une batez bera prest izan arte.","Warte einen Moment, während wir sie vorbereiten.","Je te prie de patienter un instant, le temps qu'elle soit prête.","Aspetta qui un momento, mentre la prepariamo.","Espera un momento mientras la preparamos.","Подожди немного, пока мы ее подготовим.","では、しばし ここで おまちを。わが むすめに じゅんびを させます。","Aguarde aqui enquanto a preparamos.","我们去给她做准备，你在这里稍等一下。"
"I am sure she would love to meet you.","The QUEEN Bee","Ziur naiz ezagutu nahiko zaituela.","Sie würde dich gewiss gern kennenlernen.","Je suis sûre qu'elle sera ravie de faire ta connaissance.","Sono certa che le farà piacere conoscerti.","Estoy segura de que estará encantada de conocerte.","Я уверена, что она захочет с тобой встретиться.","むすめも あなたに会えれば よろこぶでしょう。","Garanto que ela vai adorar te conhecer.","她肯定很想见见你。"
"Hello again, dear spider.","The QUEEN Bee","Kaixo berriz, armiarma maitea.","Hallo, liebe Spinne.","Te revoici, ma chère.","Salve ancora, mia cara aracnide.","Hola de nuevo, querida araña.","И снова здравствуй, уважаемая.","また お会いしましたわね、小さなクモよ。","Olá de novo, querida aranha.","又见面了，亲爱的蛛儿。"
"Hello again, princess spider.","The QUEEN Bee","Kaixo berriz, armiarma printzesa.","Hallo, Spinnenprinzessin.","Tu es de retour, princesse araignée.","Salve ancora, principessa ragno.","Hola de nuevo, princesa araña.","Здравствуй, принцесса-паучок.","また お会いしましたわね、クモの王女よ。","Olá de novo, princesa aranha.","又见面了，小蛛儿公主。"
"I did not expect to see you back here.","The QUEEN Bee","Ez nuen espero hona itzuliko zinenik.","Ich hätte nicht gedacht, dich hier noch mal zu sehen.","Je ne pensais pas te revoir ici.","Non mi aspettavo di rivederti qui.","No esperaba verte de nuevo por aquí.","Не ожидала тебя снова здесь увидеть.","ここで ふたたび あなたに出会うとは。","Eu não esperava vê-la aqui.","没想到你又回来了。"
"I hope my daughter has been treating you well.","The QUEEN Bee","Espero dut nire alabak ondo tratatuko zaituela. ","Hoffentlich hat dich meine Tochter gut behandelt.","J'espère que ma fille te traite comme il se doit.","Mi auguro che mia figlia ti stia trattando degnamente.","Espero que mi hija te esté tratando bien.","Надеюсь, моя дочь хорошо тебя приняла.","むすめが あなたに しつれいを していないと よいのですが。","Espero que a minha filha esteja tratando você bem.","希望我女儿热情地招待了你。"
"Now then...","The QUEEN Bee","Esan, beraz...","Nun gut …","À ce propos...","Dunque...","Entonces...","Итак...","さて……","Mudando de assunto…","那么……"
"Did you need a lift back to your tree?","The QUEEN Bee","Zure zuhaitzera hegan eraman zaitzadan nahi duzu?","Möchtest du zurück zu deinem Baum geflogen werden?","Veux-tu que je te ramène à ton arbre ?","Ti serve un passaggio per tornare al tuo albero?","¿Necesitas que te lleve de vuelta a tu árbol?","Тебе помочь добраться обратно до своего дерева?","あなたの木に もどるのに たすけが ひつようかしら？","Você precisa de uma carona de volta pra sua árvore?","需要我们送你回你的树吗？"
"Well please feel free to stay as long as you like","The QUEEN Bee","Nahi beste denbora egon zaitezke gure artea.","Nun, du darfst gerne bleiben, solange du willst.","Très bien, tu peux rester ici aussi longtemps que tu le souhaites.","Beh, sentiti libera di restare quanto desideri.","Bueno, puedes quedarte tanto tiempo como quieras.","Оставайся у нас столько, сколько пожелаешь.","ともかく おすきなだけ ここに いらしてちょうだい。","Então sinta-se à vontade para ficar o tempo que for necessário.","你想在这里待多久都可以"
"Wait one moment deary.","The QUEEN Bee","Itxaron une batez, laztana.","Warte einen Moment, meine Liebe.","Patiente un instant, ma chère.","Solo un momento, mia cara.","Un momento, cielo.","Подожди секундочку, дорогая.","少しばかり おまちに なってね。","Espere um segundo, minha querida.","稍等一下，亲爱的。"
"The princess is on her way to pick you up","The QUEEN Bee","Printzesa bidean da. Zure bila dator.","Die Prinzessin ist unterwegs zu dir.","La princesse va bientôt venir te chercher.","La principessa sta arrivando per scortarti.","La princesa viene de camino para recogerte.","Принцесса скоро тебя заберет.","今、王女が あなたを むかえに まいりますから。","A princesa já vem para levar você.","公主蜂马上就来带你过去"
"BEEHOLD!","PRINCESS Bee","ADI GUZZZZTIOK!","SEHT HER, BIENEN UND BIENERICHE!","ADMIREZ !","ATTENZZZIONE!","¡ATENCIÓN!","Трепещите!","ハチたちよ！　ひかえよ！","HABE-lha-MUS!","各蜂注意！"
"Your PRINCESS has arrived!","PRINCESS Bee","Hemen da zuon PRINTZESA berria!","Die PRINZESSIN ist hier!","Voici votre PRINCESSE !","La vostra PRINCIPESSA è qui!","¡Vuestra PRINCESA ha llegado!","ПРИНЦЕССА прибыла!","われは王女なるぞ！","A sua PRINCESA chegou!","公主蜂殿下驾到！"
"She's so beautiful!","Generic Bee","Hain da ederra!","Sie ist so wunderschön!","Comme elle est belle !","È così bella!","¡Qué hermosa es!","Она так прекрасна!","なんと おうつくしい！","Ela é linda!","她可真美呀！"
"Such powerful wings!","Generic Bee","Zeinen hegal indartsuak!","Welch kräftige Flügel!","Quelles ailes puissantes !","Che ali vigorose!","¡Menudas alas más fuertes!","Такие мощные крылья!","力づよい羽だ！","Que asas possantes!","多么有力的翅膀！"
"Thank you all for your hard labour, preparing my royal jelly.","PRINCESS Bee","Milesker guztioi niretzako erregina-jelea prestatzeko egindako lan gogorragatik.","Vielen Dank für eure fleißige Arbeit bei der Vorbereitung meines Gelée royale.","Merci à toutes pour votre dur labeur afin de préparer ma gelée royale.","Grazie per esservi impegnati tanto a preparare la mia pappa reale.","Gracias a todos por esforzaros tanto para preparar mi jalea real.","Спасибо тебе за помощь в приготовлении маточного молочка.","わたしのために ロイヤルゼリーを じゅんびしてくれた そなたたちの はたらきに かんしゃします。","Agradeço ao trabalho de todos na produção da minha geleia real.","。谢谢你们为我准备蜂王浆的辛苦付出。"
"Dear spider, my mother told me of your predicament as I lay in my cell.","PRINCESS Bee","Armiarma maitea, amak esan dit erlazuloan nengoen bitartean zeinen fin aritu zaren lanean.","Liebe Spinne, meine Mutter erzählte mir von deinem Dilemma, als ich in meiner Wabe lag.","Chère araignée, ma mère m'a parlé de tes mésaventures pendant que j'étais dans mon alvéole.","Ragnetta, mia madre mi ha raccontato tutto della tua spiacevole situazione.","Querida araña, mi madre me ha contado tu aprieto mientras yacía en mi celdilla.","Паучок, пока я росла в соте, моя мать рассказала мне о том, что с тобой произошло.","クモよ。あなたの くるしみについては、幼虫（ようちゅう）だったころに母から聞きました。","Querida aranha, minha mãe me contou a sua história enquanto eu repousava em meu alvéolo.","亲爱的小蛛儿，在我躺在蜂房里的时候，母亲给我讲了你的困难。"
"You're planning a rescue mission to a magic island in the sky?","PRINCESS Bee","Erreskate-misio bat prestatzen zabiltza, zeruko uharte magiko batean?","Du planst eine Rettungsmission zu einer magischen Insel am Himmel?","Tu prévois une mission de sauvetage vers une île enchantée dans le ciel, n'est-ce pas ?","Stai organizzando una spedizione verso un'isola magica in cielo?","Estás planeando una misión de rescate a una isla mágica del cielo, ¿no?","Ты отправляешься в спасательную экспедицию на волшебный остров в облаках?","空にある まほうの しまへ、大切な こいグモを たすけにいくのね？","Está planejando uma missão de resgate em uma ilha mágica no céu?","你在计划去天上的魔法岛开展营救行动？"
